spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_stc,stc_rts,rts_d_p,w_d_p,w_rtsc,rtsc_stc,w_rts,rts_d_np,w_d_np
554-1,MK-000-NG-9824-04-1,CS,2/19/2020,,5,10,554,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/26/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,6,8,18,3,29,,,,,
554-2,MK-000-NG-9824-04-2,CS,2/18/2020,,5,10,554,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/29/2020,3/17/2020,3/5/2020,3/6/2020,3/23/2020,34,1,10,6,11,6,23,5,1,,,
555-1,MK-000-NG-9824-05-1,CS,2/18/2020,,5,10,555,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,3/8/2020,3/26/2020,3/13/2020,3/18/2020,3/30/2020,41,1,18,10,8,4,22,5,5,,,
556-1,MK-000-NI-9127-55-1,CS,2/18/2020,,8,50,556,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/25/2020,3/12/2020,3/2/2020,3/3/2020,3/17/2020,28,3,4,7,9,5,21,6,1,,,
556-2,MK-000-NI-9127-55-2,CS,2/18/2020,,8,50,556,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/24/2020,3/12/2020,3/2/2020,3/3/2020,3/17/2020,28,3,3,8,9,5,22,7,1,,,
557-1,MK-000-NI-9466-30-1,CS,2/18/2020,,3,30,557,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/22/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,1,3,3,14,3,20,3,0,,,
557-2,MK-000-NI-9466-30-2,CS,2/18/2020,,3,30,557,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,1,2,4,14,3,21,4,0,,,
558-1,MK-000-NI-9468-30-1,CS,2/18/2020,,3,30,558,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,1,2,4,14,3,21,4,0,,,
558-2,MK-000-NI-9468-30-2,CS,2/18/2020,,3,30,558,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,1,2,4,14,3,21,4,0,,,
558-3,MK-000-NI-9468-30-3,CS,2/18/2020,,3,30,558,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,2/21/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,1,2,4,14,3,21,4,0,,,
559-1,MK-000-NI-9528-11-1,CS,2/27/2020,,5,10,559,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/5/2020,3/25/2020,,3/11/2020,3/26/2020,28,3,4,6,14,1,21,,,,,
560-1,MK-000-NI-9528-12-1,CS,2/27/2020,,5,10,560,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/5/2020,3/25/2020,,3/11/2020,3/26/2020,28,3,4,6,14,1,21,,,,,
561-1,MK-000-NI-9528-13-1,CS,2/27/2020,,5,10,561,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/6/2020,3/25/2020,,3/11/2020,3/26/2020,28,3,5,5,14,1,20,,,,,
562-1,MK-000-NI-9528-14-1,CS,2/27/2020,,5,10,562,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/5/2020,3/25/2020,,3/11/2020,3/26/2020,28,3,4,6,14,1,21,,,,,
563-1,MK-000-NI-9528-15-1,CS,2/27/2020,,5,10,563,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/3/2020,3/25/2020,,3/11/2020,3/26/2020,28,3,2,8,14,1,23,,,,,
564-1,MK-000-NI-9551-20-1,CS,2/11/2020,,7,20,564,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/12/2020,3/3/2020,,2/14/2020,3/5/2020,23,0,1,2,18,2,22,,,,,
564-2,MK-000-NI-9551-20-2,CS,2/18/2020,,7,20,564,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,3/3/2020,3/22/2020,3/11/2020,3/12/2020,3/12/2020,23,3,11,9,10,,9,8,1,,,
565-1,MK-000-NI-9551-21-1,CS,2/11/2020,,7,20,565,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/12/2020,3/3/2020,,2/14/2020,3/5/2020,23,0,1,2,18,2,22,,,,,
565-2,MK-000-NI-9551-21-2,CS,2/18/2020,,7,20,565,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/26/2020,3/17/2020,3/3/2020,3/6/2020,3/23/2020,34,3,5,9,11,6,26,6,3,,,
565-3,MK-000-NI-9551-21-3,CS,2/18/2020,,7,20,565,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,5,5,,,20,4,1,,,
566-1,MK-000-NI-9551-22-1,CS,2/14/2020,,7,20,566,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/15/2020,2/19/2020,,,2/25/2020,3/19/2020,34,1,4,6,,,29,,,,,
566-2,MK-000-NI-9551-22-2,CS,2/18/2020,,7,20,566,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,5,5,,,20,4,1,,,
566-3,MK-000-NI-9551-22-3,CS,2/18/2020,,7,20,566,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/25/2020,2/29/2020,3/17/2020,3/5/2020,3/6/2020,3/23/2020,34,7,4,6,11,6,23,5,1,,,
567-1,MK-000-NI-9552-20-1,CS,2/27/2020,,7,20,567,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/3/2020,3/23/2020,,3/11/2020,3/23/2020,25,3,2,8,12,0,20,,,,,
568-1,MK-000-NI-9553-20-1,CS,2/27/2020,,7,20,568,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/4/2020,3/23/2020,,3/11/2020,3/23/2020,25,3,3,7,12,0,19,,,,,
569-1,MK-000-NI-9554-20-1,CS,2/27/2020,,7,20,569,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/8/2020,3/25/2020,,3/11/2020,3/26/2020,28,3,7,3,14,1,18,,,,,
570-1,MK-000-NI-9555-20-1,CS,2/27/2020,,7,20,570,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/6/2020,3/23/2020,,3/11/2020,3/23/2020,25,3,5,5,12,0,17,,,,,
571-1,MK-000-NI-9555-21-1,CS,2/13/2020,,7,20,571,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/15/2020,2/16/2020,,,2/25/2020,3/19/2020,35,2,1,9,,,32,,,,,
571-2,MK-000-NI-9555-21-2,CS,2/18/2020,,7,20,571,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/25/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,4,6,,,21,5,1,,,
572,MK-000-NI-9555-22-1,CS,2/11/2020,,7,20,572,ISS,ISS,PA,,3,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/12/2020,3/3/2020,,2/14/2020,3/5/2020,23,0,1,2,18,2,22,,,,,
572-4,MK-000-NI-9555-22-4,CS,2/18/2020,,7,20,572,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/25/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,7,1,5,,,20,4,1,,,
573-1,MK-000-NI-9555-23-1,CS,2/18/2020,,7,20,573,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/25/2020,2/27/2020,3/17/2020,3/3/2020,3/6/2020,3/23/2020,34,7,2,8,11,6,25,5,3,,,
573-2,MK-000-NI-9555-23-2,CS,2/18/2020,,7,20,573,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,5,5,,,20,4,1,,,
573-3,MK-000-NI-9555-23-3,CS,2/18/2020,,7,20,573,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/26/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,5,5,,,20,4,1,,,
573-4,MK-000-NI-9555-23-4,CS,2/18/2020,,7,20,573,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/21/2020,2/25/2020,,3/1/2020,3/2/2020,3/17/2020,28,3,4,6,,,21,5,1,,,
574-1,MK-000-NI-9948-20-1,CS,2/27/2020,,7,20,574,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/1/2020,3/4/2020,3/23/2020,,3/11/2020,3/23/2020,25,3,3,7,12,0,19,,,,,
575-1,MK-000-P-9010-70-1,CS,2/18/2020,,1,70,575,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/21/2020,3/10/2020,2/25/2020,2/25/2020,3/13/2020,24,0,3,4,14,3,21,4,0,,,
575-2,MK-000-P-9010-70-2,CS,2/20/2020,,1,70,575,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,3/4/2020,3/26/2020,3/13/2020,3/18/2020,3/30/2020,39,6,7,14,8,4,26,9,5,,,
576-1,MK-000-P-9012-70-1,CS,2/19/2020,,1,70,576,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,4,10,18,3,31,,,,,
576-2,MK-000-P-9012-70-2,CS,2/19/2020,,1,70,576,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/25/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,5,9,18,3,30,,,,,
576-3,MK-000-P-9012-70-3,CS,2/19/2020,,1,70,576,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/27/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,36,1,7,12,9,7,28,11,1,,,
577-1,MK-000-P-9013-70-1,CS,2/19/2020,,1,70,577,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,4,10,18,3,31,,,,,
577-2,MK-000-P-9013-70-2,CS,2/19/2020,,1,70,577,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/25/2020,3/31/2020,3/9/2020,3/10/2020,4/15/2020,56,1,5,14,21,15,50,13,1,,,
577-3,MK-000-P-9013-70-3,CS,2/19/2020,,1,70,577,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/26/2020,3/23/2020,,3/13/2020,4/1/2020,42,1,6,16,10,9,35,,,,,
578-1,MK-000-P-9033-02-1,SS,4/9/2020,,5,10,578,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,5/6/2020,,,,6/3/2020,55,4,23,,,,,,,,,28
579-1,MK-000-P-9033-03-1,SS,2/25/2020,,5,10,579,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,3/2/2020,3/4/2020,,,3/11/2020,15,1,5,,,,,,,2,7,9
579-2,MK-000-P-9033-03-2,SS,4/9/2020,,5,10,579,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,5/7/2020,,,,6/3/2020,55,4,24,,,,,,,,,27
579-3,MK-000-P-9033-03-3,SS,2/11/2020,,5,10,579,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/20/2020,3/2/2020,,,3/13/2020,31,1,8,,,,,,,11,11,22
580-1,MK-000-P-9035-02-1,SS,2/25/2020,,5,10,580,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,3/2/2020,3/4/2020,,,3/11/2020,15,1,5,,,,,,,2,7,9
580-2,MK-000-P-9035-02-2,SS,2/25/2020,,5,10,580,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/26/2020,3/2/2020,3/4/2020,,,3/11/2020,15,1,5,,,,,,,2,7,9
580-3,MK-000-P-9035-02-3,SS,4/9/2020,,5,10,580,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/22/2020,,,,6/3/2020,55,4,9,,,,,,,,,42
581-1,MK-000-P-9035-03-1,SS,4/9/2020,,5,10,581,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,5/6/2020,,,,6/3/2020,55,4,23,,,,,,,,,28
582-1,MK-000-P-9035-04-1,SS,4/13/2020,,5,10,582,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2020,4/21/2020,,,,6/3/2020,51,1,7,,,,,,,,,43
582-2,MK-000-P-9035-04-2,SS,4/13/2020,,5,10,582,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2020,4/23/2020,,,,6/3/2020,51,1,9,,,,,,,,,41
583-1,MK-000-P-9035-13-1,SS,2/11/2020,,5,10,583,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/20/2020,3/2/2020,,,3/13/2020,31,1,8,,,,,,,11,11,22
583-2,MK-000-P-9035-13-2,SS,3/20/2020,,5,10,583,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/23/2020,3/30/2020,,,,6/3/2020,75,3,7,,,,,,,,,65
583-3,MK-000-P-9035-13-3,SS,2/13/2020,,5,10,583,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/18/2020,3/3/2020,,,3/10/2020,26,4,1,,,,,,,14,7,21
583-4,MK-000-P-9035-13-4,SS,2/13/2020,,5,10,583,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/19/2020,3/3/2020,,,3/10/2020,26,4,2,,,,,,,13,7,20
584-1,MK-000-P-9039-15-1,SS,2/14/2020,,5,10,584,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/17/2020,3/23/2020,4/1/2020,,,4/6/2020,52,32,6,,,,,,,9,5,14
584-2,MK-000-P-9039-15-2,SS,2/13/2020,,5,10,584,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/19/2020,3/3/2020,,,3/10/2020,26,4,2,,,,,,,13,7,20
584-3,MK-000-P-9039-15-3,SS,3/13/2020,,5,10,584,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2020,3/16/2020,4/1/2020,,,4/6/2020,24,0,3,,,,,,,16,5,21
585-1,MK-000-P-9040-11-1,CS,2/24/2020,,5,10,585,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/27/2020,2/29/2020,3/23/2020,,3/10/2020,3/23/2020,28,3,2,10,13,0,23,,,,,
586-1,MK-000-P-9040-12-1,CS,3/13/2020,,5,10,586,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/17/2020,3/21/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,24,4,4,3,9,4,16,2,1,,,
587-1,MK-000-P-9044-12-1,CS,3/3/2020,,5,10,587,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/6/2020,3/10/2020,3/25/2020,,3/17/2020,3/26/2020,23,3,4,7,8,1,16,,,,,
587-2,MK-000-P-9044-12-2,CS,2/28/2020,,5,10,587,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2020,3/5/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,27,4,2,5,9,7,21,4,1,,,
588-1,MK-000-P-9045-10-1,SS,2/19/2020,,5,10,588,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/27/2020,3/4/2020,,,3/18/2020,28,1,7,,,,,,,6,14,20
589-1,MK-000-P-9045-11-1,SS,4/9/2020,,5,10,589,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2020,4/16/2020,,,,6/3/2020,55,4,3,,,,,,,,,48
590-1,MK-000-P-9045-13-1,SS,2/11/2020,,5,10,590,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,3/10/2020,,,3/13/2020,31,1,7,,,,,,,20,3,23
591-1,MK-000-P-9052-21-1,Chrome,2/13/2020,,7,20,591,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,3/5/2020,3/31/2020,,3/18/2020,4/15/2020,62,7,14,13,13,15,41,,,,,
592-1,MK-000-P-9052-24-1,Chrome,3/20/2020,,7,20,592,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/23/2020,3/30/2020,4/8/2020,,4/1/2020,4/30/2020,41,3,7,2,7,22,31,,,,,
592-2,MK-000-P-9052-24-2,Chrome,3/20/2020,,7,20,592,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/23/2020,3/30/2020,4/8/2020,,4/1/2020,4/30/2020,41,3,7,2,7,22,31,,,,,
593-1,MK-000-P-9052-25-1,Chrome,3/5/2020,,7,20,593,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/10/2020,3/31/2020,,3/18/2020,4/15/2020,41,0,5,8,13,15,36,,,,,
594-1,MK-000-P-9087-30-1,SS,2/11/2020,,3,30,594,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,2/28/2020,,,3/2/2020,20,1,7,,,,,,,9,3,12
594-2,MK-000-P-9087-30-2,SS,2/14/2020,,3,30,594,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/20/2020,2/28/2020,,,3/2/2020,17,3,3,,,,,,,8,3,11
595-1,MK-000-P-9097-30-1,SS,2/11/2020,,3,30,595,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/14/2020,,3/10/2020,3/11/2020,3/30/2020,48,1,2,26,,,45,25,1,,,
596-1,MK-000-P-9101-21-1,SS,2/17/2020,,7,20,596,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/18/2020,2/26/2020,3/10/2020,,,3/13/2020,25,1,8,,,,,,,13,3,16
597-1,MK-000-P-9101-22-1,SS,4/27/2020,,7,20,597,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/12/2020,,,,6/3/2020,37,0,15,,,,,,,,,22
597-2,MK-000-P-9101-22-2,SS,3/3/2020,,7,20,597,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/4/2020,3/5/2020,3/17/2020,,,3/18/2020,15,1,1,,,,,,,12,1,13
598-1,MK-000-P-9103-22-1,SS,2/14/2020,,7,20,598,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/19/2020,3/2/2020,3/10/2020,3/11/2020,3/30/2020,45,3,2,21,,28,40,20,1,,,
598-2,MK-000-P-9103-22-2,SS,2/11/2020,,7,20,598,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,3/2/2020,3/10/2020,3/11/2020,3/30/2020,48,1,7,21,,28,40,20,1,,,
598-3,MK-000-P-9103-22-3,SS,2/11/2020,,7,20,598,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/12/2020,2/19/2020,3/2/2020,3/10/2020,3/11/2020,3/30/2020,48,1,7,21,,28,40,20,1,,,
599-1,MK-000-P-9103-40-1,SS,2/14/2020,,2,40,599,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/17/2020,2/21/2020,3/2/2020,3/10/2020,3/11/2020,3/30/2020,45,3,4,19,,28,38,18,1,,,
600-1,MK-000-P-9147-60-1,CS,2/18/2020,,6,60,600,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/22/2020,2/26/2020,3/17/2020,3/5/2020,3/6/2020,3/23/2020,34,4,4,9,11,6,26,8,1,,,
600-2,MK-000-P-9147-60-2,CS,2/11/2020,,6,60,600,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/14/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,23,0,3,5,13,2,20,4,1,,,
600-3,MK-000-P-9147-60-3,CS,2/20/2020,,6,60,600,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/18/2020,3/19/2020,,4/8/2020,4/9/2020,5/20/2020,90,27,1,21,,,62,20,1,,,
601-1,MK-000-P-9193-20-1,Chrome,3/20/2020,,7,20,601,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/23/2020,3/30/2020,4/8/2020,,4/1/2020,4/30/2020,41,3,7,2,7,22,31,,,,,
602-1,MK-000-P-9196-20-1,SS,4/27/2020,,7,20,602,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/13/2020,,,,6/3/2020,37,0,16,,,,,,,,,21
602-2,MK-000-P-9196-20-2,SS,4/27/2020,,7,20,602,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/7/2020,,,,6/3/2020,37,0,10,,,,,,,,,27
602-3,MK-000-P-9196-20-3,SS,4/27/2020,,7,20,602,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/5/2020,,,,6/3/2020,37,0,8,,,,,,,,,29
603-1,MK-000-P-9196-21-1,SS,4/27/2020,,7,20,603,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/7/2020,,,,6/3/2020,37,0,10,,,,,,,,,27
603-2,MK-000-P-9196-21-2,SS,4/27/2020,,7,20,603,ISS,ISS,BR,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/27/2020,5/6/2020,,,,6/3/2020,37,0,9,,,,,,,,,28
604-1,MK-000-P-9208-30-1,CS,2/19/2020,,3,30,604,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/20/2020,2/24/2020,3/23/2020,,3/5/2020,3/26/2020,36,1,4,10,18,3,31,,,,,
605-1,MK-000-P-9212-10-1,CS,2/11/2020,,5,10,605,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/11/2020,2/14/2020,3/3/2020,2/18/2020,2/19/2020,3/5/2020,23,0,3,5,13,2,20,4,1,,,
605-2,MK-000-P-9212-10-2,CS,2/18/2020,,5,10,605,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,2/19/2020,3/5/2020,3/26/2020,3/16/2020,3/18/2020,3/30/2020,41,1,15,13,8,4,25,11,2,,,
605-3,MK-000-P-9212-10-3,CS,3/3/2020,,5,10,605,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/6/2020,3/7/2020,3/25/2020,,3/12/2020,3/26/2020,23,3,1,5,13,1,19,,,,,
606-1,MK-000-P-9213-13-1,CS,3/3/2020,,5,10,606,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/6/2020,3/8/2020,3/25/2020,,3/12/2020,3/26/2020,23,3,2,4,13,1,18,,,,,
606-2,MK-000-P-9213-13-2,CS,2/28/2020,,5,10,606,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2020,3/4/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,27,4,1,6,9,7,22,5,1,,,
606-3,MK-000-P-9213-13-3,CS,3/3/2020,,5,10,606,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/5/2020,3/6/2020,3/23/2020,,3/11/2020,3/23/2020,20,2,1,5,12,0,17,,,,,
607-1,MK-000-P-9216-14-1,CS,2/28/2020,,5,10,607,ISS,ISS,M,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/3/2020,3/4/2020,3/19/2020,3/9/2020,3/10/2020,3/26/2020,27,4,1,6,9,7,22,5,1,,,
608-1,MK-000-P-9230-13-1,CS,2/24/2020,,5,10,608,ISS,ISS,TX,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/4/2020,3/5/2020,3/25/2020,,3/12/2020,3/26/2020,31,9,1,7,13,1,21,,,,,
609-1,MK-000-P-9237-30-1,CS,2/26/2020,,3,30,609,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/19/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,40,13,9,5,9,4,18,4,1,,,
610-1,MK-000-P-9237-31-1,CS,2/26/2020,,3,30,610,ISS,ISS,PA,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2020,3/19/2020,4/2/2020,3/23/2020,3/24/2020,4/6/2020,40,13,9,5,9,4,18,4,1,,,
