Sheetsketc,Pcmkipcmar,Sheetrefdw,Sheetclien,Sheetclie1,Sheetlinen,Sheetpaint,Sheettopco,Sheetprior,Sheetprio1,Pulltranda,_1fittrand,Ffittranda,Wouttranda,Strestrand,Bastrandat,Sqctrandat,Cqctrandat,Rtctrandat,Stctrandat,Atstrandat,Rtstrandat,Sitetranda,Idfilloadn,Sheetbomco,Sheetlines,Sheetphase,Idfilonhol,Idfiloffho,Sheetshoph,Hydrotrand,Jobsjobpla,Sheetcusts,Sheettrans,Sheetpwht,Sheetpmi,Sheetfabco,Pcmkiitemw,Sheetsum_f,Sheetrevle
     402-2,PM110XA-C-97625.03-2          ,PM110XA-C-97625.03                           ,0,3,"2""-PM110XA-C-97625.03                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/2/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J32       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,110,,19.58,1
     402-4,PM110XA-C-97625.03-4          ,PM110XA-C-97625.03                           ,0,3,"2""-PM110XA-C-97625.03                        ",NONE                     ,-                   ,,6P        ,9/17/2020,9/22/2020,9/23/2020,9/23/2020,,,,,,,,,,B3003     ,,FB8       ,J32       ,,,75,9/29/2020,BR        ,7052,1,N/A   ,YES   ,110,,19.58,0
     403-5,PM110XA-C-97625.04-5          ,PM110XA-C-97625.04                           ,0,4,"2""-PM110XA-C-97625.04                        ",NONE                     ,-                   ,,6P        ,8/25/2020,9/1/2020,9/2/2020,9/3/2020,,,,,,,,,,B3003     ,,FB8       ,J32       ,,,75,10/5/2020,BR        ,7052,1,N/A   ,YES   ,110,,6.58,1
     407-4,PM110XA-C-97626.04-4          ,PM110XA-C-97626.04                           ,0,4,"2""-PM110XA-C-97626.04                        ",NONE                     ,-                   ,,6P        ,8/25/2020,8/31/2020,9/1/2020,9/1/2020,,,,,,,,,,B3003     ,,FB8       ,J32       ,,,75,9/23/2020,BR        ,7052,1,N/A   ,YES   ,110,,18.58,1
     120-1,PK104XA-YB-98341.01-1         ,PK104XA-YB-98341.01                          ,0,1,"8""-PK104XA-YB-98341.01                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/24/2020,9/28/2020,9/29/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,15.02,1
     123-1,PK104XA-YB-98342.02-1         ,PK104XA-YB-98342.02                          ,0,2,"8""-PK104XA-YB-98342.02                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/21/2020,9/22/2020,9/22/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.83,0
     126-1,PK104XA-YB-98344.01-1         ,PK104XA-YB-98344.01                          ,0,1,"8""-PK104XA-YB-98344.01                       ",NONE                     ,-                   ,,-         ,9/15/2020,9/24/2020,9/28/2020,9/29/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,14.89,1
     133-1,PK104XA-YB-98347.02-1         ,PK104XA-YB-98347.02                          ,0,2,"8""-PK104XA-YB-98347.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/30/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     133-2,PK104XA-YB-98347.02-2         ,PK104XA-YB-98347.02                          ,1,2,"8""-PK104XA-YB-98347.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/30/2020,9/30/2020,10/1/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     134-1,PK104XA-YB-98348.01-1         ,PK104XA-YB-98348.01                          ,0,1,"8""-PK104XA-YB-98348.01                       ",NONE                     ,-                   ,,-         ,9/23/2020,10/1/2020,10/5/2020,10/6/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,14.84,0
     135-1,PK104XA-YB-98348.02-1         ,PK104XA-YB-98348.02                          ,0,2,"8""-PK104XA-YB-98348.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/29/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     136-1,PK104XA-YB-98349.01-1         ,PK104XA-YB-98349.01                          ,0,1,"8""-PK104XA-YB-98349.01                       ",NONE                     ,-                   ,,-         ,9/23/2020,10/1/2020,10/5/2020,10/6/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,14.85,0
     137-1,PK104XA-YB-98349.02-1         ,PK104XA-YB-98349.02                          ,0,2,"8""-PK104XA-YB-98349.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/30/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     137-2,PK104XA-YB-98349.02-2         ,PK104XA-YB-98349.02                          ,1,2,"8""-PK104XA-YB-98349.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/30/2020,10/1/2020,10/1/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     139-1,PK104XA-YB-98350.02-1         ,PK104XA-YB-98350.02                          ,0,2,"8""-PK104XA-YB-98350.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/29/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     139-2,PK104XA-YB-98350.02-2         ,PK104XA-YB-98350.02                          ,1,2,"8""-PK104XA-YB-98350.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/30/2020,10/1/2020,10/1/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     141-1,PK104XA-YB-98351.02-1         ,PK104XA-YB-98351.02                          ,0,2,"8""-PK104XA-YB-98351.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/28/2020,9/28/2020,9/29/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     141-2,PK104XA-YB-98351.02-2         ,PK104XA-YB-98351.02                          ,1,2,"8""-PK104XA-YB-98351.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/30/2020,10/1/2020,10/1/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     143-1,PK104XA-YB-98352.02-1         ,PK104XA-YB-98352.02                          ,0,2,"8""-PK104XA-YB-98352.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/30/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.33,0
     145-1,PK104XA-YB-98353.02-1         ,PK104XA-YB-98353.02                          ,0,2,"8""-PK104XA-YB-98353.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/30/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,13.33,0
     145-2,PK104XA-YB-98353.02-2         ,PK104XA-YB-98353.02                          ,1,2,"8""-PK104XA-YB-98353.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/30/2020,9/30/2020,10/1/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     147-1,PK104XA-YB-98354.02-1         ,PK104XA-YB-98354.02                          ,0,2,"8""-PK104XA-YB-98354.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/29/2020,9/30/2020,9/30/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,13.33,0
     149-1,PK104XA-YB-98355.02-1         ,PK104XA-YB-98355.02                          ,0,2,"8""-PK104XA-YB-98355.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/28/2020,9/29/2020,9/29/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,13.33,0
     149-2,PK104XA-YB-98355.02-2         ,PK104XA-YB-98355.02                          ,1,2,"8""-PK104XA-YB-98355.02                       ",NONE                     ,-                   ,,-         ,9/23/2020,9/30/2020,9/30/2020,10/1/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,2.71,0
     159-1,PK104XA-YB-98360.02-1         ,PK104XA-YB-98360.02                          ,0,2,"8""-PK104XA-YB-98360.02                       ",NONE                     ,-                   ,,-         ,9/24/2020,10/5/2020,10/6/2020,10/6/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.34,0
     163-1,PK104XA-YB-98362.02-1         ,PK104XA-YB-98362.02                          ,0,2,"8""-PK104XA-YB-98362.02                       ",NONE                     ,-                   ,,-         ,9/24/2020,10/5/2020,10/6/2020,10/6/2020,,,,,,,,,,B3004     ,,N         ,J14       ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,104,,12.34,0
      23-1,PK101XA-CCW-1513.01-1         ,PK101XA-CCW-1513.01                          ,0,1,"10""-PK101XA-CCW-1513.01                      ",12.1,-                   ,,TUS       ,9/17/2020,9/24/2020,9/24/2020,9/28/2020,,,,,,,,,,,,AB0       ,J01       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.98,0
     115-4,PK104XA-WC-08.02-4            ,PK104XA-WC-08.02                             ,0,2,"2""-PK104XA-WC-08.02                          ",3.1,LIGHT GRAY          ,,6P        ,10/5/2020,10/6/2020,,,,,,,,,,,,,,AB0       ,J23       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,104,,5.14,0
     216-1,PM101XA-A-100391.03-1         ,PM101XA-A-100391.03                          ,0,3,"1/2""-PM101XA-A-100391.03                     ",NONE                     ,-                   ,,6P        ,10/5/2020,10/6/2020,10/6/2020,10/6/2020,,,,,,,,,,,,CA4       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,5.34,0
     216-2,PM101XA-A-100391.03-2         ,PM101XA-A-100391.03                          ,0,3,"1/2""-PM101XA-A-100391.03                     ",NONE                     ,-                   ,,6P        ,10/5/2020,10/6/2020,10/6/2020,10/6/2020,,,,,,,,,,,,CA4       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.34,0
     218-8,PM101XA-A-100391.08-8         ,PM101XA-A-100391.05                          ,0,5,"1""-PM101XA-A-100391.05                       ",NONE                     ,-                   ,,6P        ,9/10/2020,9/10/2020,9/10/2020,9/10/2020,,,,,,,,,,,,CA4       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.7,0
     218-9,PM101XA-A-100391.08-9         ,PM101XA-A-100391.05                          ,0,5,"1""-PM101XA-A-100391.05                       ",NONE                     ,-                   ,,6P        ,9/10/2020,9/10/2020,9/10/2020,9/10/2020,,,,,,,,,,,,CA4       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,0.51,0
     239-1,PM101XA-CS-97779.01-1         ,PM101XA-CS-97779.01                          ,0,1,"2""-PM101XA-CS-97779.01                       ",NONE                     ,-                   ,,5P        ,8/11/2020,8/28/2020,9/1/2020,9/1/2020,,,,,,,,,,,,AF1       ,J07       ,,,908,9/23/2020,PA        ,7052,1,N/A   ,N/A   ,101,,16.6,1
     251-1,PM101XA-JW-97746.01-1         ,PM101XA-JW-97746.01                          ,0,1,"6""-PM101XA-JW-97746.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/16/2020,9/21/2020,9/21/2020,,,,,,,,,,,,AJ2       ,J06       ,,,1318,9/30/2020,PA        ,7052,1,N/A   ,N/A   ,101,,3.77,0
     265-3,PM101XA-JW-97765.01-3         ,PM101XA-JW-97765.01                          ,0,1,"6""-PM101XA-JW-97765.01                       ",2.5,LIGHT GRAY          ,,6P        ,9/15/2020,9/21/2020,9/21/2020,9/21/2020,,,,,,,,,,,,AJ2       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,13.87,0
     273-1,PM101XA-JW-98390.02-1         ,PM101XA-JW-98390.02                          ,0,2,"6""-PM101XA-JW-98390.02                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,10/6/2020,10/6/2020,10/6/2020,,,,,,,,,,,,AJ2       ,J06       ,,,1318,,PA        ,7052,1,N/A   ,N/A   ,101,,5.84,0
     287-1,PM101XA-N-100389.01-1         ,PM101XA-N-100389.01                          ,0,1,"1""-PM101XA-N-100389.01                       ",3.1,BLUE                ,,6P        ,9/21/2020,9/21/2020,9/22/2020,9/23/2020,,,,,,,,,,,,AB1       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,100,,14.34,0
     283-1,PM101XA-N-98377.02-1          ,PM101XA-N-98377.02                           ,0,2,"1""-PM101XA-N-98377.02                        ",3.1,BLUE                ,,5P        ,9/29/2020,9/29/2020,9/29/2020,9/29/2020,,,,,,,,,,,,AJ2       ,J07       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,23.53,0
     284-1,PM101XA-N-98381.01-1          ,PM101XA-N-98381.01                           ,0,1,"1""-PM101XA-N-98381.01                        ",3.1,BLUE                ,,6P        ,9/28/2020,9/28/2020,9/29/2020,9/29/2020,,,,,,,,,,,,AJ2       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,22.75,0
     285-1,PM101XA-N-98381.02-1          ,PM101XA-N-98381.02                           ,0,2,"1""-PM101XA-N-98381.02                        ",3.1,BLUE                ,,6P        ,10/5/2020,,,,,,,,,,,,,,,AJ2       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,22.61,0
     285-2,PM101XA-N-98381.02-2          ,PM101XA-N-98381.02                           ,0,2,"1""-PM101XA-N-98381.02                        ",3.1,BLUE                ,,6P        ,10/5/2020,10/6/2020,10/6/2020,,,,,,,,,,,,,AJ2       ,J06       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,101,,3.48,0
     297-2,PM101XA-S-97778.02-2          ,PM101XA-S-97778.02                           ,0,2,"4""-PM101XA-S-97778.02                        ",12.7,LIGHT GRAY          ,,5P        ,10/5/2020,10/6/2020,,,,,,,,,,,,,,AJ2       ,J07       ,,,1104,,PA        ,7052,1,N/A   ,N/A   ,101,,1.62,0
     298-1,PM101XA-S-97778.03-1          ,PM101XA-S-97778.03                           ,0,3,"4""-PM101XA-S-97778.03                        ",12.7,LIGHT GRAY          ,,5P        ,9/17/2020,9/22/2020,,,,,,,,,,,,,,AJ2       ,J07       ,,,1104,,PA        ,7052,1,N/A   ,N/A   ,101,,20.01,1
     301-1,PM101XA-S-98378.03-1          ,PM101XA-S-98378.03                           ,0,3,"3""-PM101XA-S-98378.03                        ",12.7,LIGHT GRAY          ,,6P        ,9/17/2020,,,,,,,,,,,,,,,AJ2       ,J06       ,,,1104,,PA        ,7052,1,N/A   ,N/A   ,101,,18.92,1
     354-2,PM102XA-CW-97784.01-2         ,PM102XA-CW-97784.01                          ,0,1,"1 1/2""-PM102XA-CW-97784.01                   ",3.1,GREEN               ,,6P        ,8/13/2020,9/29/2020,9/29/2020,9/29/2020,,,,,,,,,,,,AB0       ,J20       ,,9/25/2020,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,102,,16.72,4
     356-1,PM102XA-N-102360.01-1         ,PM102XA-N-102360.01                          ,0,1,"2""-PM102XA-N-102360.01                       ",3.1,BLUE                ,,6P        ,10/5/2020,10/6/2020,,,,,,,,,,,,,,AB1       ,J04       ,,,405,,PA        ,7052,1,N/A   ,N/A   ,102,,21.31,0
     356-2,PM102XA-N-102360.01-2         ,PM102XA-N-102360.01                          ,0,1,"2""-PM102XA-N-102360.01                       ",3.1,BLUE                ,,6P        ,10/5/2020,10/6/2020,10/6/2020,10/6/2020,,,,,,,,,,,,AB1       ,J04       ,,,405,,PA        ,7052,1,N/A   ,N/A   ,102,,19.01,0
     356-3,PM102XA-N-102360.01-3         ,PM102XA-N-102360.01                          ,0,1,"2""-PM102XA-N-102360.01                       ",3.1,BLUE                ,,6P        ,10/5/2020,10/6/2020,10/6/2020,,,,,,,,,,,,,AB1       ,J04       ,,,405,,PA        ,7052,1,N/A   ,N/A   ,102,,10.03,0
     356-4,PM102XA-N-102360.01-4         ,PM102XA-N-102360.01                          ,0,1,"2""-PM102XA-N-102360.01                       ",3.1,BLUE                ,,6P        ,10/5/2020,10/6/2020,,,,,,,,,,,,,,AB1       ,J04       ,,,405,,PA        ,7052,1,N/A   ,N/A   ,102,,17.48,0
     371-2,PM102XA-T-97619.03-2          ,PM102XA-T-97619.03                           ,0,3,"2""-PM102XA-T-97619.03                        ",12.1,-                   ,,6P        ,8/17/2020,8/18/2020,8/19/2020,8/19/2020,,,,,,,,,,,,DB1       ,J20       ,,,413,9/15/2020,PA        ,7052,1,N/A   ,N/A   ,102,,20.68,1
     382-1,PM103XA-CS-97781.01-1         ,PM103XA-CS-97781.01                          ,0,1,"4""-PM103XA-CS-97781.01                       ",2.5,LIGHT GRAY          ,,6P        ,10/5/2020,,,,,,,,,,,,,,,AB1       ,J10       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,103,,11.73,1
     396-1,PM104XA-CW-97720.01-1         ,PM104XA-CW-97720.01                          ,0,1,"3""-PM104XA-CW-97720.01                       ",3.1,GREEN               ,,6P        ,9/9/2020,9/9/2020,9/10/2020,9/10/2020,,,,,,,,,,,,AB0       ,J25       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,104,,12.57,1
     416-1,PM110XA-CS-97779.01-1         ,PM110XA-CS-97779.01                          ,0,1,"2""-PM110XA-CS-97779.01                       ",12.7,LIGHT GRAY          ,,6P        ,10/5/2020,10/6/2020,10/6/2020,,,,,,,,,,,,,AF1       ,J32       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,110,,9.91,0
     416-2,PM110XA-CS-97779.01-2         ,PM110XA-CS-97779.01                          ,0,1,"2""-PM110XA-CS-97779.01                       ",12.7,LIGHT GRAY          ,,6P        ,10/5/2020,,,,,,,,,,,,,,,AF1       ,J32       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,110,,40,0
     416-3,PM110XA-CS-97779.01-3         ,PM110XA-CS-97779.01                          ,0,1,"2""-PM110XA-CS-97779.01                       ",12.7,LIGHT GRAY          ,,6P        ,10/5/2020,,,,,,,,,,,,,,,AF1       ,J32       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,110,,37.77,0
     417-1,PM110XA-CS-97779.02-1         ,PM110XA-CS-97779.02                          ,0,2,"2""-PM110XA-CS-97779.02                       ",12.7,LIGHT GRAY          ,,6P        ,10/5/2020,10/6/2020,,,,,,,,,,,,,,AF1       ,J32       ,,,908,,PA        ,7052,1,N/A   ,N/A   ,110,,36.59,0
     427-2,PM110XA-CS-97782.03-2         ,PM110XA-CS-97782.03                          ,0,3,"2""-PM110XA-CS-97782.03                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/21/2020,9/24/2020,9/24/2020,,,,,,,,,,,,AJ2       ,J32       ,,,1118,10/1/2020,PA        ,7052,1,N/A   ,N/A   ,110,,19.53,0
     430-3,PM110XA-CS-97782.06-3         ,PM110XA-CS-97782.06                          ,0,6,"2""-PM110XA-CS-97782.06                       ",2.5,LIGHT GRAY          ,,6P        ,9/14/2020,9/21/2020,9/22/2020,9/23/2020,,,,,,,,,,,,AJ2       ,J32       ,,,1118,10/1/2020,PA        ,7052,1,N/A   ,N/A   ,110,,40.87,0
     433-2,PM110XA-CS-97782.09-2         ,PM110XA-CS-97782.09                          ,0,9,"2""-PM110XA-CS-97782.09                       ",2.5,LIGHT GRAY          ,,6P        ,9/15/2020,9/28/2020,9/29/2020,9/30/2020,,,,,,,,,,,,AJ2       ,J32       ,,,1118,10/1/2020,PA        ,7052,1,N/A   ,N/A   ,110,,36.79,0
     438-3,PM110XA-CS-98376.04-3         ,PM110XA-CS-98376.04                          ,0,4,"2""-PM110XA-CS-98376.04                       ",2.5,LIGHT GRAY          ,,6P        ,,,,,,,,,,,,,,,,AJ2       ,J32       ,,,N/A   ,,PA        ,7052,1,N/A   ,N/A   ,110,,25.07,0
